AutoID,ID_Comanda,Seq,NumBatch,ID_Articulo,ID_Concepto,Tipo,Fecha,ID_Proveedor,ID_Almacen,Locacion,Cantidad,Costo,Referencia,Fecha_Mov,SeriesRef,Notas,ID_Requisicion,ID_UM,ID_UMMov,CostoXTransferencia,Descuento
2769,-1,-1,1211,10813,SCON,S,6/3/19,,1,General,0.02,$73.00,,7/24/19,,,,Kg,Kg,$0.00,$0.00
2770,-1,-1,1211,10801,SCON,S,6/3/19,,1,General,0.03,$30.00,,7/24/19,,,,Kg,Kg,$0.00,$0.00
2771,-1,-1,1211,10414,SCON,S,6/3/19,,1,General,0.02,$160.00,,7/24/19,,,,Kg,Kg,$0.00,$0.00
2772,-1,-1,1212,SR058,ECOMP,E,6/3/19,,1,General,1,$5.55,,7/24/19,,,,Kg,Kg,$0.00,$0.00
2773,-1,-1,1213,SR058,SCON,S,6/3/19,,1,General,1,$5.55,,7/24/19,,,,Kg,Kg,$0.00,$0.00
2774,-1,-1,1213,SR052,SCON,S,6/3/19,,1,General,0.25,$219.54,,7/24/19,,,,Lt,Lt,$0.00,$0.00
2775,-1,-1,1214,10616,SCON,S,6/3/19,,1,General,0.02,$19.00,,7/24/19,,,,Kg,Kg,$0.00,$0.00
2776,-1,-1,1214,10915,SCON,S,6/3/19,,1,General,0.02,$8.00,,7/24/19,,,,Kg,Kg,$0.00,$0.00
2777,-1,-1,1214,10678,SCON,S,6/3/19,,1,General,0.04,$12.00,,7/24/19,,,,Kg,Kg,$0.00,$0.00
2778,-1,-1,1214,10405,SCON,S,6/3/19,,1,General,0.08,$70.00,,7/24/19,,,,Kg,Kg,$0.00,$0.00
2779,-1,-1,1215,SR004,SCON,S,6/3/19,,1,General,0.035,$157.82,,7/24/19,,,,Kg,Kg,$0.00,$0.00
2780,-1,-1,1216,10174,SCON,S,6/3/19,,1,General,-0.04,$67.08,,7/24/19,,,,Kg,Kg,$0.00,$0.00
2781,-1,-1,1217,10616,SCON,S,6/3/19,,1,General,0.02,$19.00,,7/24/19,,,,Kg,Kg,$0.00,$0.00
2782,-1,-1,1217,10915,SCON,S,6/3/19,,1,General,0.02,$8.00,,7/24/19,,,,Kg,Kg,$0.00,$0.00
2783,-1,-1,1217,10678,SCON,S,6/3/19,,1,General,0.04,$12.00,,7/24/19,,,,Kg,Kg,$0.00,$0.00
2784,-1,-1,1217,10405,SCON,S,6/3/19,,1,General,0.08,$70.00,,7/24/19,,,,Kg,Kg,$0.00,$0.00
2785,-1,-1,1218,SR004,SCON,S,6/3/19,,1,General,0.035,$157.82,,7/24/19,,,,Kg,Kg,$0.00,$0.00
2786,-1,-1,1219,10616,SCON,S,6/3/19,,1,General,0.02,$19.00,,7/24/19,,,,Kg,Kg,$0.00,$0.00
2787,-1,-1,1219,10915,SCON,S,6/3/19,,1,General,0.02,$8.00,,7/24/19,,,,Kg,Kg,$0.00,$0.00
2788,-1,-1,1219,10678,SCON,S,6/3/19,,1,General,0.04,$12.00,,7/24/19,,,,Kg,Kg,$0.00,$0.00
2789,-1,-1,1219,10405,SCON,S,6/3/19,,1,General,0.08,$70.00,,7/24/19,,,,Kg,Kg,$0.00,$0.00
2790,-1,-1,1220,SR004,SCON,S,6/3/19,,1,General,0.035,$157.82,,7/24/19,,,,Kg,Kg,$0.00,$0.00
2791,-1,-1,1221,10423,SCON,S,6/3/19,,1,General,0.06,$105.00,,7/24/19,,,,Kg,Kg,$0.00,$0.00
2792,-1,-1,1221,10915,SCON,S,6/3/19,,1,General,0.02,$8.00,,7/24/19,,,,Kg,Kg,$0.00,$0.00
2793,-1,-1,1222,10423,SCON,S,6/3/19,,1,General,0.06,$105.00,,7/24/19,,,,Kg,Kg,$0.00,$0.00
2794,-1,-1,1222,10915,SCON,S,6/3/19,,1,General,0.02,$8.00,,7/24/19,,,,Kg,Kg,$0.00,$0.00
2795,-1,-1,1223,10915,SCON,S,6/3/19,,1,General,0.02,$8.00,,7/24/19,,,,Kg,Kg,$0.00,$0.00
2796,-1,-1,1223,10440,SCON,S,6/3/19,,1,General,0.08,$190.00,,7/24/19,,,,Kg,Kg,$0.00,$0.00
2797,-1,-1,1224,10402,SCON,S,6/3/19,,1,General,0.08,$150.00,,7/24/19,,,,Kg,Kg,$0.00,$0.00
2798,-1,-1,1224,10915,SCON,S,6/3/19,,1,General,0.04,$8.00,,7/24/19,,,,Kg,Kg,$0.00,$0.00
2799,-1,-1,1225,10404,SCON,S,6/3/19,,1,General,0.01,$99.50,,7/24/19,,,,Kg,Kg,$0.00,$0.00
2800,-1,-1,1225,10417,SCON,S,6/3/19,,1,General,0.01,$47.00,,7/24/19,,,,Kg,Kg,$0.00,$0.00
2801,-1,-1,1225,10421,SCON,S,6/3/19,,1,General,0.01,$80.00,,7/24/19,,,,Kg,Kg,$0.00,$0.00
2802,-1,-1,1225,10633,SCON,S,6/3/19,,1,General,0.01,$16.00,,7/24/19,,,,Kg,Kg,$0.00,$0.00
2803,-1,-1,1225,10811,SCON,S,6/3/19,,1,General,0.01,$105.00,,7/24/19,,,,Kg,Kg,$0.00,$0.00
2804,-1,-1,1225,10915,SCON,S,6/3/19,,1,General,0.02,$8.00,,7/24/19,,,,Kg,Kg,$0.00,$0.00
2805,-1,-1,1225,10405,SCON,S,6/3/19,,1,General,0.01,$70.00,,7/24/19,,,,Kg,Kg,$0.00,$0.00
2806,-1,-1,1226,SR004,SCON,S,6/3/19,,1,General,0.01,$157.82,,7/24/19,,,,Kg,Kg,$0.00,$0.00
2807,-1,-1,1227,31302,SCON,S,6/3/19,,1,General,0.06,$594.83,,7/24/19,,,,Lt,Lt,$0.00,$0.00
2808,-1,-1,1227,20803,SCON,S,6/3/19,,1,General,0.157,$1.63,,7/24/19,,,,Kg,Kg,$0.00,$0.00
2809,-1,-1,1228,30306,SCON,S,6/3/19,,1,General,1,$8.68,,7/24/19,,,,Pza,Pza,$0.00,$0.00
2810,-1,-1,1229,10404,SCON,S,6/3/19,,2,General,0.08,$99.50,,7/24/19,,,,Kg,Kg,$0.00,$0.00
2811,-1,-1,1229,10915,SCON,S,6/3/19,,2,General,0.02,$8.00,,7/24/19,,,,Kg,Kg,$0.00,$0.00
2812,-1,-1,1229,10811,SCON,S,6/3/19,,2,General,0.02,$105.00,,7/24/19,,,,Kg,Kg,$0.00,$0.00
2813,-1,-1,1229,10812,SCON,S,6/3/19,,2,General,0.02,$82.70,,7/24/19,,,,Kg,Kg,$0.00,$0.00
2814,-1,-1,1230,10404,SCON,S,6/3/19,,2,General,0.08,$99.50,,7/24/19,,,,Kg,Kg,$0.00,$0.00
2815,-1,-1,1230,10915,SCON,S,6/3/19,,2,General,0.02,$8.00,,7/24/19,,,,Kg,Kg,$0.00,$0.00
2816,-1,-1,1230,10811,SCON,S,6/3/19,,2,General,0.02,$105.00,,7/24/19,,,,Kg,Kg,$0.00,$0.00
2817,-1,-1,1230,10812,SCON,S,6/3/19,,2,General,0.02,$82.70,,7/24/19,,,,Kg,Kg,$0.00,$0.00
2818,-1,-1,1231,10404,SCON,S,6/3/19,,2,General,0.08,$99.50,,7/24/19,,,,Kg,Kg,$0.00,$0.00
2819,-1,-1,1231,10915,SCON,S,6/3/19,,2,General,0.02,$8.00,,7/24/19,,,,Kg,Kg,$0.00,$0.00
2820,-1,-1,1231,10811,SCON,S,6/3/19,,2,General,0.02,$105.00,,7/24/19,,,,Kg,Kg,$0.00,$0.00
2821,-1,-1,1231,10812,SCON,S,6/3/19,,2,General,0.02,$82.70,,7/24/19,,,,Kg,Kg,$0.00,$0.00
2822,-1,-1,1232,30306,SCON,S,6/3/19,,1,General,1,$8.68,,7/24/19,,,,Pza,Pza,$0.00,$0.00
2823,-1,-1,1233,30306,SCON,S,6/3/19,,1,General,1,$8.68,,7/24/19,,,,Pza,Pza,$0.00,$0.00
2824,-1,-1,1234,10632,SCON,S,6/3/19,,1,General,0.105,$23.00,,7/24/19,,,,Kg,Kg,$0.00,$0.00
2825,-1,-1,1234,10446,SCON,S,6/3/19,,1,General,0.015,$68.00,,7/24/19,,,,Kg,Kg,$0.00,$0.00
2826,-1,-1,1234,10616,SCON,S,6/3/19,,1,General,0.045,$19.00,,7/24/19,,,,Kg,Kg,$0.00,$0.00
2827,-1,-1,1234,10811,SCON,S,6/3/19,,1,General,0.05,$105.00,,7/24/19,,,,Kg,Kg,$0.00,$0.00
2828,-1,-1,1234,10915,SCON,S,6/3/19,,1,General,0.08,$8.00,,7/24/19,,,,Kg,Kg,$0.00,$0.00
2829,-1,-1,1234,10812,SCON,S,6/3/19,,1,General,0.05,$82.70,,7/24/19,,,,Kg,Kg,$0.00,$0.00
2830,-1,-1,1234,10401,SCON,S,6/3/19,,1,General,0.13,$110.00,,7/24/19,,,,Kg,Kg,$0.00,$0.00
2831,-1,-1,1235,31302,SCON,S,6/3/19,,1,General,0.06,$594.83,,7/24/19,,,,Lt,Lt,$0.00,$0.00
2832,-1,-1,1235,20803,SCON,S,6/3/19,,1,General,0.157,$1.63,,7/24/19,,,,Kg,Kg,$0.00,$0.00
2833,-1,-1,1236,20602,SCON,S,6/3/19,,1,General,1,$5.03,,7/24/19,,,,Pza,Pza,$0.00,$0.00
2834,-1,-1,1237,30306,SCON,S,6/3/19,,1,General,1,$8.68,,7/24/19,,,,Pza,Pza,$0.00,$0.00
2835,-1,-1,1238,20608,SCON,S,6/3/19,,1,General,1,$9.52,,7/24/19,,,,Pza,Pza,$0.00,$0.00
2836,-1,-1,1239,20608,SCON,S,6/3/19,,1,General,1,$9.52,,7/24/19,,,,Pza,Pza,$0.00,$0.00
2837,-1,-1,1240,20623,SCON,S,6/3/19,,1,General,1,$7.90,,7/24/19,,,,Pza,Pza,$0.00,$0.00
2838,-1,-1,1241,10672,SCON,S,6/3/19,,1,General,0.2,$20.00,,7/24/19,,,,Kg,Kg,$0.00,$0.00
2839,-1,-1,1241,10807,SCON,S,6/3/19,,1,General,0.001,$125.00,,7/24/19,,,,Kg,Kg,$0.00,$0.00
2840,-1,-1,1241,10811,SCON,S,6/3/19,,1,General,0.05,$105.00,,7/24/19,,,,Kg,Kg,$0.00,$0.00
2841,-1,-1,1241,10812,SCON,S,6/3/19,,1,General,0.05,$82.70,,7/24/19,,,,Kg,Kg,$0.00,$0.00
2842,-1,-1,1242,10801,SCON,S,6/3/19,,1,General,0.04,$30.00,,7/24/19,,,,Kg,Kg,$0.00,$0.00
2843,-1,-1,1242,10808,SCON,S,6/3/19,,1,General,0.04,$82.00,,7/24/19,,,,Kg,Kg,$0.00,$0.00
2844,-1,-1,1242,10616,SCON,S,6/3/19,,1,General,0.02,$19.00,,7/24/19,,,,Kg,Kg,$0.00,$0.00
2845,-1,-1,1242,10915,SCON,S,6/3/19,,1,General,0.08,$8.00,,7/24/19,,,,Kg,Kg,$0.00,$0.00
2846,-1,-1,1243,SR051,SCON,S,6/3/19,,1,General,0.25,$79.60,,7/24/19,,,,Lt,Lt,$0.00,$0.00
2847,-1,-1,1243,SR043,SCON,S,6/3/19,,1,General,1,$0.00,,7/24/19,,,,Pza,Pza,$0.00,$0.00
2848,-1,-1,1244,10402,SCON,S,6/3/19,,1,General,0.21,$150.00,,7/24/19,,,,Kg,Kg,$0.00,$0.00
2849,-1,-1,1244,10602,SCON,S,6/3/19,,1,General,0.11,$53.00,,7/24/19,,,,Kg,Kg,$0.00,$0.00
2850,-1,-1,1245,SR012,SCON,S,6/3/19,,1,General,0.02,$41.56,,7/24/19,,,,Kg,Kg,$0.00,$0.00
2851,-1,-1,1245,SR024,SCON,S,6/3/19,,1,General,0.09,$0.00,,7/24/19,,,,Lt,Lt,$0.00,$0.00
2852,-1,-1,1246,90001,SCON,S,6/3/19,,1,General,1,$0.00,,7/24/19,,,,Pza,Pza,$0.00,$0.00
2853,-1,-1,1247,10655,SCON,S,6/3/19,,1,General,0.02,$11.50,,7/24/19,,,,Kg,Kg,$0.00,$0.00
2854,-1,-1,1247,10691,SCON,S,6/3/19,,1,General,0.02,$12.50,,7/24/19,,,,Kg,Kg,$0.00,$0.00
2855,-1,-1,1247,10233,SCON,S,6/3/19,,1,General,0.05,$34.93,,7/24/19,,,,Lt,Lt,$0.00,$0.00
2856,-1,-1,1247,10007,SCON,S,6/3/19,,1,General,0.03,$41.61,,7/24/19,,,,Lt,Lt,$0.00,$0.00
2857,-1,-1,1247,11201,SCON,S,6/3/19,,1,General,0.35,$188.46,,7/24/19,,,,Kg,Kg,$0.00,$0.00
2858,-1,-1,1248,10431,SCON,S,6/3/19,,1,General,0.035,$135.00,,7/24/19,,,,Kg,Kg,$0.00,$0.00
2859,-1,-1,1249,SR054,SCON,S,6/3/19,,1,General,0.25,$0.00,,7/24/19,,,,Lt,Lt,$0.00,$0.00
2860,-1,-1,1250,10616,SCON,S,6/3/19,,1,General,0.01,$19.00,,7/24/19,,,,Kg,Kg,$0.00,$0.00
2861,-1,-1,1250,10808,SCON,S,6/3/19,,1,General,0.02,$82.00,,7/24/19,,,,Kg,Kg,$0.00,$0.00
2862,-1,-1,1250,10801,SCON,S,6/3/19,,1,General,0.01,$30.00,,7/24/19,,,,Kg,Kg,$0.00,$0.00
2863,-1,-1,1250,10145,SCON,S,6/3/19,,1,General,0.03,$107.12,,7/24/19,,,,Kg,Kg,$0.00,$0.00
2864,-1,-1,1250,10055,SCON,S,6/3/19,,1,General,0.03,$62.19,,7/24/19,,,,Kg,Kg,$0.00,$0.00
2865,-1,-1,1250,10407,SCON,S,6/3/19,,1,General,0.27,$230.00,,7/24/19,,,,Kg,Kg,$0.00,$0.00
2866,-1,-1,1251,SR018,ECOMP,E,6/3/19,,1,General,1,$0.00,,7/24/19,,,,Pza,Pza,$0.00,$0.00
2867,-1,-1,1252,SR044,SCON,S,6/3/19,,1,General,0.09,$226.87,,7/24/19,,,,Kg,Kg,$0.00,$0.00
2868,-1,-1,1252,SR018,SCON,S,6/3/19,,1,General,1,$0.00,,7/24/19,,,,Pza,Pza,$0.00,$0.00
2869,-1,-1,1252,SR026,SCON,S,6/3/19,,1,General,0.15,$257.14,,7/24/19,,,,Kg,Kg,$0.00,$0.00
2870,-1,-1,1253,90001,SCON,S,6/3/19,,1,General,1,$0.00,,7/24/19,,,,Pza,Pza,$0.00,$0.00
2871,-1,-1,1254,20608,SCON,S,6/3/19,,1,General,1,$9.52,,7/24/19,,,,Pza,Pza,$0.00,$0.00
2872,-1,-1,1255,10402,SCON,S,6/3/19,,1,General,0.08,$150.00,,7/24/19,,,,Kg,Kg,$0.00,$0.00
2873,-1,-1,1255,10915,SCON,S,6/3/19,,1,General,0.04,$8.00,,7/24/19,,,,Kg,Kg,$0.00,$0.00
2874,-1,-1,1256,20003,SCON,S,6/3/19,,1,General,1,$4.50,,7/24/19,,,,Pza,Pza,$0.00,$0.00
2875,-1,-1,1257,SR035,SCON,S,6/3/19,,1,General,1.5,$214.98,,7/24/19,,,,Lt,Lt,$0.00,$0.00
2876,-1,-1,1258,10431,SCON,S,6/3/19,,1,General,0.035,$135.00,,7/24/19,,,,Kg,Kg,$0.00,$0.00
2877,-1,-1,1259,SR054,SCON,S,6/3/19,,1,General,0.25,$0.00,,7/24/19,,,,Lt,Lt,$0.00,$0.00
2878,-1,-1,1260,10915,SCON,S,6/3/19,,1,General,0.02,$8.00,,7/24/19,,,,Kg,Kg,$0.00,$0.00
2879,-1,-1,1260,10440,SCON,S,6/3/19,,1,General,0.08,$190.00,,7/24/19,,,,Kg,Kg,$0.00,$0.00
2880,-1,-1,1261,10915,SCON,S,6/3/19,,1,General,0.02,$8.00,,7/24/19,,,,Kg,Kg,$0.00,$0.00
2881,-1,-1,1261,10440,SCON,S,6/3/19,,1,General,0.08,$190.00,,7/24/19,,,,Kg,Kg,$0.00,$0.00
2882,-1,-1,1262,10423,SCON,S,6/3/19,,1,General,0.06,$105.00,,7/24/19,,,,Kg,Kg,$0.00,$0.00
2883,-1,-1,1262,10915,SCON,S,6/3/19,,1,General,0.02,$8.00,,7/24/19,,,,Kg,Kg,$0.00,$0.00
2884,-1,-1,1263,10404,SCON,S,6/3/19,,1,General,0.01,$99.50,,7/24/19,,,,Kg,Kg,$0.00,$0.00
2885,-1,-1,1263,10417,SCON,S,6/3/19,,1,General,0.01,$47.00,,7/24/19,,,,Kg,Kg,$0.00,$0.00
2886,-1,-1,1263,10421,SCON,S,6/3/19,,1,General,0.01,$80.00,,7/24/19,,,,Kg,Kg,$0.00,$0.00
2887,-1,-1,1263,10633,SCON,S,6/3/19,,1,General,0.01,$16.00,,7/24/19,,,,Kg,Kg,$0.00,$0.00
2888,-1,-1,1263,10811,SCON,S,6/3/19,,1,General,0.01,$105.00,,7/24/19,,,,Kg,Kg,$0.00,$0.00
2889,-1,-1,1263,10915,SCON,S,6/3/19,,1,General,0.02,$8.00,,7/24/19,,,,Kg,Kg,$0.00,$0.00
2890,-1,-1,1263,10405,SCON,S,6/3/19,,1,General,0.01,$70.00,,7/24/19,,,,Kg,Kg,$0.00,$0.00
2891,-1,-1,1264,SR004,SCON,S,6/3/19,,1,General,0.01,$157.82,,7/24/19,,,,Kg,Kg,$0.00,$0.00
2892,-1,-1,1265,10672,SCON,S,6/3/19,,1,General,0.2,$20.00,,7/24/19,,,,Kg,Kg,$0.00,$0.00
2893,-1,-1,1265,10807,SCON,S,6/3/19,,1,General,0.001,$125.00,,7/24/19,,,,Kg,Kg,$0.00,$0.00
2894,-1,-1,1265,10811,SCON,S,6/3/19,,1,General,0.05,$105.00,,7/24/19,,,,Kg,Kg,$0.00,$0.00
2895,-1,-1,1265,10812,SCON,S,6/3/19,,1,General,0.05,$82.70,,7/24/19,,,,Kg,Kg,$0.00,$0.00
2896,-1,-1,1266,10403,SCON,S,6/3/19,,1,General,0.125,$60.50,,7/24/19,,,,Kg,Kg,$0.00,$0.00
2897,-1,-1,1266,10923,SCON,S,6/3/19,,1,General,3,$0.76,,7/24/19,,,,Pza,Pza,$0.00,$0.00
2898,-1,-1,1266,10811,SCON,S,6/3/19,,1,General,0.05,$105.00,,7/24/19,,,,Kg,Kg,$0.00,$0.00
2899,-1,-1,1266,10812,SCON,S,6/3/19,,1,General,0.05,$82.70,,7/24/19,,,,Kg,Kg,$0.00,$0.00
2900,-1,-1,1267,10423,SCON,S,6/3/19,,1,General,0.06,$105.00,,7/24/19,,,,Kg,Kg,$0.00,$0.00
2901,-1,-1,1267,10915,SCON,S,6/3/19,,1,General,0.02,$8.00,,7/24/19,,,,Kg,Kg,$0.00,$0.00
2902,-1,-1,1268,10024,SCON,S,6/3/19,,1,General,0.001,$25.00,,7/24/19,,,,Kg,Kg,$0.00,$0.00
2903,-1,-1,1268,10053,SCON,S,6/3/19,,1,General,0.045,$43.05,,7/24/19,,,,Kg,Kg,$0.00,$0.00
2904,-1,-1,1268,11010,SCON,S,6/3/19,,1,General,0.11,$48.70,,7/24/19,,,,Lt,Lt,$0.00,$0.00
2905,-1,-1,1268,10149,SCON,S,6/3/19,,1,General,0.01,$239.00,,7/24/19,,,,Kg,Kg,$0.00,$0.00
2906,-1,-1,1268,10064,SCON,S,6/3/19,,1,General,0.009,$147.33,,7/24/19,,,,Kg,Kg,$0.00,$0.00
2907,-1,-1,1269,SR016,SCON,S,6/3/19,,1,General,1,$0.14,,7/24/19,,,,Pza,Pza,$0.00,$0.00
2908,-1,-1,1270,10034,SCON,S,6/3/19,,1,General,0.01,$160.00,,7/24/19,,,,Kg,Kg,$0.00,$0.00
2909,-1,-1,1271,SRG002,SCON,S,6/3/19,,1,General,1,$730.93,,7/24/19,,,,Pza,Pza,$0.00,$0.00
2910,-1,-1,1271,SRG004,SCON,S,6/3/19,,1,General,1,$624.09,,7/24/19,,,,Pza,Pza,$0.00,$0.00
2911,-1,-1,1272,30318,SCON,S,6/3/19,,1,General,1,$6.64,,7/24/19,,,,Pza,Pza,$0.00,$0.00
2912,-1,-1,1273,90001,SCON,S,6/3/19,,1,General,1,$0.00,,7/24/19,,,,Pza,Pza,$0.00,$0.00
2913,-1,-1,1274,30318,SCON,S,6/3/19,,1,General,1,$6.64,,7/24/19,,,,Pza,Pza,$0.00,$0.00
2914,-1,-1,1275,90001,SCON,S,6/3/19,,1,General,1,$0.00,,7/24/19,,,,Pza,Pza,$0.00,$0.00
2915,-1,-1,1276,30306,SCON,S,6/3/19,,1,General,1,$8.68,,7/24/19,,,,Pza,Pza,$0.00,$0.00
2916,-1,-1,1277,90001,SCON,S,6/3/19,,1,General,1,$0.00,,7/24/19,,,,Pza,Pza,$0.00,$0.00
2917,-1,-1,1278,20603,SCON,S,6/3/19,,1,General,1,$5.75,,7/24/19,,,,Pza,Pza,$0.00,$0.00
2918,-1,-1,1279,SR031,SCON,S,6/3/19,,1,General,0.25,"$1,013.42",,7/24/19,,,,Lt,Lt,$0.00,$0.00
2919,-1,-1,1280,10034,SCON,S,6/3/19,,1,General,0.01,$160.00,,7/24/19,,,,Kg,Kg,$0.00,$0.00
2920,-1,-1,1281,10034,SCON,S,6/3/19,,1,General,0.01,$160.00,,7/24/19,,,,Kg,Kg,$0.00,$0.00
2921,-1,-1,1282,10024,SCON,S,6/3/19,,1,General,0.001,$25.00,,7/24/19,,,,Kg,Kg,$0.00,$0.00
2922,-1,-1,1282,10053,SCON,S,6/3/19,,1,General,0.045,$43.05,,7/24/19,,,,Kg,Kg,$0.00,$0.00
2923,-1,-1,1282,11010,SCON,S,6/3/19,,1,General,0.11,$48.70,,7/24/19,,,,Lt,Lt,$0.00,$0.00
2924,-1,-1,1282,10149,SCON,S,6/3/19,,1,General,0.01,$239.00,,7/24/19,,,,Kg,Kg,$0.00,$0.00
2925,-1,-1,1282,10064,SCON,S,6/3/19,,1,General,0.009,$147.33,,7/24/19,,,,Kg,Kg,$0.00,$0.00
2926,-1,-1,1283,SR016,SCON,S,6/3/19,,1,General,1,$0.14,,7/24/19,,,,Pza,Pza,$0.00,$0.00
2927,-1,-1,1284,SRG002,SCON,S,6/3/19,,1,General,1,$730.93,,7/24/19,,,,Pza,Pza,$0.00,$0.00
2928,-1,-1,1284,SRG004,SCON,S,6/3/19,,1,General,1,$624.09,,7/24/19,,,,Pza,Pza,$0.00,$0.00
2929,-1,-1,1285,SRG002,SCON,S,6/3/19,,1,General,1,$730.93,,7/24/19,,,,Pza,Pza,$0.00,$0.00
2930,-1,-1,1285,SRG004,SCON,S,6/3/19,,1,General,1,$624.09,,7/24/19,,,,Pza,Pza,$0.00,$0.00
2931,-1,-1,1286,SRG008,SCON,S,6/3/19,,1,General,1,$20.69,,7/24/19,,,,Pza,Pza,$0.00,$0.00
2932,-1,-1,1286,SRG005,SCON,S,6/3/19,,1,General,1,$284.06,,7/24/19,,,,Pza,Pza,$0.00,$0.00
2933,-1,-1,1287,SR010,SCON,S,6/3/19,,1,General,0.25,$0.00,,7/24/19,,,,Lt,Lt,$0.00,$0.00
2934,-1,-1,1288,30306,SCON,S,6/3/19,,1,General,1,$8.68,,7/24/19,,,,Pza,Pza,$0.00,$0.00
2935,-1,-1,1289,90001,SCON,S,6/3/19,,1,General,1,$0.00,,7/24/19,,,,Pza,Pza,$0.00,$0.00
2936,-1,-1,1290,30306,SCON,S,6/3/19,,1,General,1,$8.68,,7/24/19,,,,Pza,Pza,$0.00,$0.00
2937,-1,-1,1291,90001,SCON,S,6/3/19,,1,General,1,$0.00,,7/24/19,,,,Pza,Pza,$0.00,$0.00
2938,-1,-1,1292,30306,SCON,S,6/3/19,,1,General,1,$8.68,,7/24/19,,,,Pza,Pza,$0.00,$0.00
2939,-1,-1,1293,30306,SCON,S,6/3/19,,1,General,1,$8.68,,7/24/19,,,,Pza,Pza,$0.00,$0.00
2940,-1,-1,1294,30336,SCON,S,6/3/19,,1,General,1,$7.63,,7/24/19,,,,Pza,Pza,$0.00,$0.00
2941,-1,-1,1295,30306,SCON,S,6/3/19,,1,General,1,$8.68,,7/24/19,,,,Pza,Pza,$0.00,$0.00
2942,-1,-1,1296,90001,SCON,S,6/3/19,,1,General,1,$0.00,,7/24/19,,,,Pza,Pza,$0.00,$0.00
2943,-1,-1,1297,20603,SCON,S,6/3/19,,1,General,1,$5.75,,7/24/19,,,,Pza,Pza,$0.00,$0.00
2944,-1,-1,1298,SR031,SCON,S,6/3/19,,1,General,0.25,"$1,013.42",,7/24/19,,,,Lt,Lt,$0.00,$0.00
2945,-1,-1,1299,10004,SCON,S,6/3/19,,1,General,0.1,$22.96,,7/24/19,,,,Lt,Lt,$0.00,$0.00
2946,-1,-1,1299,10924,SCON,S,6/3/19,,1,General,0.25,$13.00,,7/24/19,,,,Kg,Kg,$0.00,$0.00
2947,-1,-1,1299,10631,SCON,S,6/3/19,,1,General,0.023529412,$145.00,,7/24/19,,,,Kg,Kg,$0.00,$0.00
2948,-1,-1,1299,10602,SCON,S,6/3/19,,1,General,0.026666667,$53.00,,7/24/19,,,,Kg,Kg,$0.00,$0.00
2949,-1,-1,1299,10813,SCON,S,6/3/19,,1,General,0.02,$73.00,,7/24/19,,,,Kg,Kg,$0.00,$0.00
2950,-1,-1,1299,10801,SCON,S,6/3/19,,1,General,0.03,$30.00,,7/24/19,,,,Kg,Kg,$0.00,$0.00
2951,-1,-1,1299,10414,SCON,S,6/3/19,,1,General,0.02,$160.00,,7/24/19,,,,Kg,Kg,$0.00,$0.00
2952,-1,-1,1300,SR058,ECOMP,E,6/3/19,,1,General,1,$5.55,,7/24/19,,,,Kg,Kg,$0.00,$0.00
2953,-1,-1,1301,SR058,SCON,S,6/3/19,,1,General,1,$5.55,,7/24/19,,,,Kg,Kg,$0.00,$0.00
2954,-1,-1,1301,SR052,SCON,S,6/3/19,,1,General,0.25,$219.54,,7/24/19,,,,Lt,Lt,$0.00,$0.00
2955,-1,-1,1302,10004,SCON,S,6/3/19,,1,General,0.1,$22.96,,7/24/19,,,,Lt,Lt,$0.00,$0.00
2956,-1,-1,1302,10924,SCON,S,6/3/19,,1,General,0.25,$13.00,,7/24/19,,,,Kg,Kg,$0.00,$0.00
2957,-1,-1,1302,10631,SCON,S,6/3/19,,1,General,0.023529412,$145.00,,7/24/19,,,,Kg,Kg,$0.00,$0.00
2958,-1,-1,1302,10602,SCON,S,6/3/19,,1,General,0.026666667,$53.00,,7/24/19,,,,Kg,Kg,$0.00,$0.00
2959,-1,-1,1302,10813,SCON,S,6/3/19,,1,General,0.02,$73.00,,7/24/19,,,,Kg,Kg,$0.00,$0.00
2960,-1,-1,1302,10801,SCON,S,6/3/19,,1,General,0.03,$30.00,,7/24/19,,,,Kg,Kg,$0.00,$0.00
2961,-1,-1,1302,10414,SCON,S,6/3/19,,1,General,0.02,$160.00,,7/24/19,,,,Kg,Kg,$0.00,$0.00
2962,-1,-1,1303,SR058,ECOMP,E,6/3/19,,1,General,1,$5.55,,7/24/19,,,,Kg,Kg,$0.00,$0.00
2963,-1,-1,1304,SR058,SCON,S,6/3/19,,1,General,1,$5.55,,7/24/19,,,,Kg,Kg,$0.00,$0.00
2964,-1,-1,1304,SR052,SCON,S,6/3/19,,1,General,0.25,$219.54,,7/24/19,,,,Lt,Lt,$0.00,$0.00
2965,-1,-1,1305,10813,SCON,S,6/3/19,,1,General,0.01,$73.00,,7/24/19,,,,Kg,Kg,$0.00,$0.00
2966,-1,-1,1305,10631,SCON,S,6/3/19,,1,General,0.011764706,$145.00,,7/24/19,,,,Kg,Kg,$0.00,$0.00
2967,-1,-1,1305,10602,SCON,S,6/3/19,,1,General,0.013333333,$53.00,,7/24/19,,,,Kg,Kg,$0.00,$0.00
2968,-1,-1,1305,10801,SCON,S,6/3/19,,1,General,0.01,$30.00,,7/24/19,,,,Kg,Kg,$0.00,$0.00
2969,-1,-1,1305,10004,SCON,S,6/3/19,,1,General,0.1,$22.96,,7/24/19,,,,Lt,Lt,$0.00,$0.00
